case_number,n_parcels,agg_appraised_value_median,agg_appraised_value_total,agg_total_market_value_median,agg_total_market_value_total,agg_land_market_value_median,agg_land_market_value_total,agg_improvement_market_value_median,agg_improvement_market_value_total,agg_year_built_median,agg_year_built_total,agg_land_acres_median,agg_land_acres_total,agg_source_priority,agg_improvement_sq_ft_median,agg_improvement_sq_ft_total
C14-2018-0136,1,6024120.0,6024120,0.0,0,1830938.0,1830938,68330000.0,68330000,2021.0,,401608.0,401608.0,subject,,
C14-2018-0138,1,0.0,0,0.0,0,1835223.0,1835223,20545917.0,20545917,2023.0,,489396.6,489396.6,subject,,
C14-2018-0140,22,104300.5,35210952,0.0,126068526,1771226.0,32984633,573119.5,189932970,1978.0,,0.0,3980707.6000000006,subject,,
C14-2018-0141,17,304662.0,10282201,0.0,0,1537315.0,19186143,552274.0,28021344,1967.0,,0.0,329372.0,subject,,
C14-2018-0142,1,0.0,0,10863423.0,10863423,120801.0,120801,14205469.0,14205469,,,610548.0,610548.0,subject,,
C14-2018-0143,1,0.0,0,10863423.0,10863423,120801.0,120801,14205469.0,14205469,,,610548.0,610548.0,subject,,
C14-2018-0146,1,534917.0,534917,0.0,0,1669190.0,1669190,534917.0,534917,,,106983.36,106983.36,subject,,
C14-2018-0147,1,315214.0,315214,0.0,0,1749033.0,1749033,315214.0,315214,,,56288.23,56288.23,subject,,
C14-2018-0150,1,655766.0,655766,0.0,0,107952.0,107952,984063.0,984063,1922.0,,0.0,0.0,subject,,
C14-2018-0152,1,441132.0,441132,0.0,0,1641522.0,1641522,1107309.0,1107309,,,35719.2,35719.2,subject,,
C14-2018-0155,1,3763584.0,3763584,0.0,0,1867941.0,1867941,3763584.0,3763584,,,87120.0,87120.0,subject,,
C14-2019-0005,1,105923.0,105923,0.0,0,1574812.0,1574812,105923.0,105923,,,37166.0,37166.0,subject,,
C14-2019-0006,1,0.0,0,2741403.0,2741403,241712.0,241712,2741403.0,2741403,,,215012.0,215012.0,subject,,
C14-2019-0007,33,254451.0,22329831,0.0,0,1609952.0,42330117,402283.0,95449912,1990.0,,0.0,1092861.9,subject,inf,
C14-2019-0008,1,1043347.0,1043347,0.0,0,1930125.0,1930125,1757456.0,1757456,1965.0,,217364.0,217364.0,subject,,
C14-2019-0009,1,1605770.0,1605770,0.0,0,1593752.0,1593752,4261849.0,4261849,1975.0,,471537.0,471537.0,subject,,
C14-2019-0010,1,1005583.0,1005583,0.0,0,1872413.0,1872413,1005583.0,1005583,,,67038.84,67038.84,subject,,
C14-2019-0011,1,2842726.0,2842726,0.0,0,1975386.0,1975386,2061275.0,2061275,1953.0,,284272.56,284272.56,subject,,
C14-2019-0012,1,371928.0,371928,0.0,0,1843242.0,1843242,480779.0,480779,1985.0,,30994.0,30994.0,subject,,
C14-2019-0013,1,577780.0,577780,0.0,0,254849.0,254849,1285000.0,1285000,1950.0,,144444.96,144444.96,subject,,
C14-2019-0014,1,229017.0,229017,0.0,0,1906406.0,1906406,277305.0,277305,1973.0,,65433.48,65433.48,subject,,
C14-2019-0015,1,3423337.0,3423337,0.0,0,1887808.0,1887808,13810000.0,13810000,1973.0,,978096.24,978096.24,subject,,
C14-2019-0016,1,1163052.0,1163052,0.0,0,1888400.0,1888400,1931560.0,1931560,1971.0,,193842.0,193842.0,subject,,
C14-2019-0017,1,691036.0,691036,0.0,0,1655451.0,1655451,1574277.0,1574277,1969.0,,172758.96,172758.96,subject,,
C14-2019-0018,1,2207076.0,2207076,0.0,0,1337939.0,1337939,2861803.0,2861803,1972.0,,320563.0,320563.0,subject,,
C14-2019-0019,1,485110.0,485110,0.0,0,1640501.0,1640501,8800000.0,8800000,1980.0,,539011.44,539011.44,subject,,
C14-2019-0020,1,1050667.0,1050667,0.0,0,1568923.0,1568923,4150000.0,4150000,1970.0,,525333.6,525333.6,subject,,
C14-2019-0021,1,1007975.0,1007975,0.0,0,1364101.0,1364101,1282303.0,1282303,1969.0,,359588.0,359588.0,subject,,
C14-2019-0022,1,20824.0,20824,0.0,0,1308451.0,1308451,3888231.0,3888231,,,694128.6,694128.6,subject,,
C14-2019-0024,1,5652403.0,5652403,0.0,0,1268505.0,1268505,5200000.0,5200000,1969.0,,490660.0,490660.0,subject,,
C14-2019-0025,1,952656.0,952656,0.0,0,1889600.0,1889600,960636.0,960636,1965.0,,188179.0,188179.0,subject,,
C14-2019-0026,19,279073.0,4354791,0.0,3326509,1370680.0,20367554,583246.0,13840254,1963.0,,0.0,1237496.04,subject,,
C14-2019-0027,1,3114318.0,3114318,0.0,0,1925843.0,1925843,3775239.0,3775239,,,311279.76,311279.76,subject,,
C14-2019-0028,1,516944.0,516944,0.0,0,1501536.0,1501536,4375391.0,4375391,2001.0,,192418.02,192418.02,subject,,
C14-2019-0029,1,2805906.0,2805906,0.0,0,1938653.0,1938653,2805906.0,2805906,,,467651.0,467651.0,subject,,
C14-2019-0030,1,1045839.0,1045839,0.0,0,1702798.0,1702798,3353501.0,3353501,2019.0,,0.0,0.0,subject,,
C14-2019-0033,1,4236345.0,4236345,0.0,0,1565000.0,1565000,25750000.0,25750000,2000.0,,1412115.0,1412115.0,subject,,
C14-2019-0037,1,3423337.0,3423337,0.0,0,1887808.0,1887808,13810000.0,13810000,1973.0,,978096.24,978096.24,subject,,
C14-2019-0038,1,528372.0,528372,0.0,0,2035138.0,2035138,67691000.0,67691000,2022.0,,704495.88,704495.88,subject,,
C14-2019-0040,1,0.0,0,0.0,0,1975332.0,1975332,4000000.0,4000000,,,45912.24,45912.24,subject,,
C14-2019-0041,1,12948480.0,12948480,0.0,0,1824723.0,1824723,48077094.0,48077094,2024.0,,161856.0,161856.0,subject,,
C14-2019-0042.SH,1,0.0,0,8156320.0,8156320,207314.0,207314,8048389.0,8048389,,,28646.0,28646.0,subject,,
C14-2019-0043,1,3276800.0,3276800,0.0,0,108841.0,108841,3426255.0,3426255,1967.0,,32768.0,32768.0,subject,,
C14-2019-0044.SH,1,2423957.0,2423957,0.0,0,1824670.0,1824670,4370000.0,4370000,2021.0,,189002.48,189002.48,subject,,
C14-2019-0045.SH,1,2074800.0,2074800,0.0,0,197026.0,197026,2074800.0,2074800,,,29640.0,29640.0,subject,,
C14-2019-0046.SH,1,1993088.0,1993088,0.0,0,1830254.0,1830254,4360000.0,4360000,2021.0,,39861.76,39861.76,subject,,
C14-2019-0048,1,172480.0,172480,0.0,0,1655307.0,1655307,335293.0,335293,1976.0,,21560.0,21560.0,subject,,
C14-2019-0049,1,663.0,663,0.0,0,1800600.0,1800600,330377.0,330377,1957.0,,2946.37,2946.37,subject,,
C14-2019-0050,1,2404300.0,2404300,0.0,0,2013609.0,2013609,34320000.0,34320000,2022.0,,24043.0,24043.0,subject,,
C14-2019-0051,1,1576650.0,1576650,0.0,0,1459812.0,1459812,2509471.0,2509471,1937.0,,105110.0,105110.0,subject,,
C14-2019-0053,18,336894.0,11359440,0.0,0,1772622.0,29217287,580313.0,16812817,1959.0,,0.0,115640.0,subject,,
C14-2019-0054,20,331470.0,6672372,0.0,0,1825957.5,28644148,501538.5,11372389,1981.0,,0.0,0.0,subject,,
C14-2019-0055,1,2665872.0,2665872,0.0,0,1933406.0,1933406,0.0,0,0.0,,26658.72,26658.72,subject,,
C14-2019-0056,1,0.0,0,54690000.0,54690000,1928453.0,1928453,20498254.0,20498254,,,435944.12,435944.12,subject,,
C14-2019-0057,1,0.0,0,47458000.0,47458000,1923578.0,1923578,35818810.0,35818810,,,510392.52,510392.52,subject,,
C14-2019-0058,1,11304909.0,11304909,0.0,0,1868941.0,1868941,82550000.0,82550000,2020.0,,452196.36,452196.36,subject,,
C14-2019-0059,1,0.0,0,0.0,0,2030646.0,2030646,82246.0,82246,1942.0,,10973.0,10973.0,subject,,
C14-2019-0060,1,282378.0,282378,0.0,0,1792371.0,1792371,723952.0,723952,2020.0,,0.0,0.0,subject,,
C14-2019-0061,1,409777.0,409777,0.0,0,1926114.0,1926114,746942.0,746942,1959.0,,0.0,0.0,subject,,
C14-2019-0064,1,6275260.0,6275260,0.0,0,1895159.0,1895159,16236000.0,16236000,1979.0,,313763.0,313763.0,subject,,
C14-2019-0066,1,684000.0,684000,0.0,0,2000871.0,2000871,684000.0,684000,,,7600.0,7600.0,subject,,
C14-2019-0067,1,0.0,0,17720622.0,17720622,104697.0,104697,17249073.0,17249073,,,405544.0,405544.0,subject,,
C14-2019-0070,1,686723.0,686723,0.0,0,1888270.0,1888270,0.0,0,0.0,,1373446.8,1373446.8,subject,,
C14-2019-0071,1,172117.0,172117,0.0,0,1927897.0,1927897,172117.0,172117,,,10624.5,10624.5,subject,,
C14-2019-0075,1,285539.0,285539,0.0,0,1635218.0,1635218,515062.0,515062,1972.0,,0.0,0.0,subject,,
C14-2019-0076,1,429995.0,429995,0.0,0,1935468.0,1935468,6742000.0,6742000,1984.0,,85999.0,85999.0,subject,,
C14-2019-0078,28,300000.0,7986440,0.0,1684799,1572105.5,35730459,430659.0,13040690,1961.0,,0.0,75358.8,subject,,
C14-2019-0081,1,105252.0,105252,0.0,0,1886480.0,1886480,105000.0,105000,,,0.0,0.0,subject,,
C14-2019-0082,1,5569582.0,5569582,0.0,0,1926063.0,1926063,9800000.0,9800000,1969.0,,185652.72,185652.72,subject,,
C14-2019-0083,1,2806717.0,2806717,0.0,0,1847411.0,1847411,2836922.0,2836922,1968.0,,307080.58,307080.58,subject,,
C14-2019-0085,1,1311620.0,1311620,0.0,0,1924256.0,1924256,983715.0,983715,,,65581.0,65581.0,subject,,
C14-2019-0087,1,778860.0,778860,0.0,0,1836265.0,1836265,826255.0,826255,1980.0,,38943.0,38943.0,subject,,
C14-2019-0088,1,1191802.0,1191802,0.0,0,1507726.0,1507726,4500000.0,4500000,2014.0,,174240.0,174240.0,subject,,
C14-2019-0089,1,5937913.0,5937913,0.0,0,1911644.0,1911644,5937913.0,5937913,,,73082.0,73082.0,subject,,
C14-2019-0090,10,436896.0,4479065,0.0,1145833,1027053.0,11009398,559907.5,8093319,1969.0,,0.184,17.51,subject,,
C14-2019-0091,1,640000.0,640000,0.0,0,1888509.0,1888509,1114469.0,1114469,,,3300.0,3300.0,subject,,
C14-2019-0092,1,0.0,0,35090000.0,35090000,1871446.0,1871446,32500000.0,32500000,,,382391.46,382391.46,subject,,
C14-2019-0093,1,0.0,0,0.0,0,1384885.0,1384885,625563.0,625563,1950.0,,116740.8,116740.8,subject,,
C14-2019-0094,1,18358.0,18358,0.0,0,1773570.0,1773570,60763.0,60763,1970.0,,0.0,0.0,subject,,
C14-2019-0096,1,7617760.0,7617760,0.0,0,471066.0,471066,15830785.0,15830785,1982.0,,190444.0,190444.0,subject,,
C14-2019-0099,1,150326.0,150326,0.0,0,2017792.0,2017792,403878.0,403878,2023.0,,21475.08,21475.08,subject,,
C14-2019-0101,1,652320.0,652320,0.0,0,1788479.0,1788479,0.0,0,0.0,,11325.0,11325.0,subject,,
C14-2019-0103,12,270193.5,11661533,0.0,13756281,1525812.0,16384647,769876.5,48531972,1975.5,,40684.5,2018216.6,subject,,
C14-2019-0104,1,8422895.0,8422895,0.0,0,1880781.0,1880781,69350000.0,69350000,2020.0,,647915.0,647915.0,subject,,
C14-2019-0106,1,0.0,0,0.0,0,1787026.0,1787026,684449.0,684449,1948.0,,8307.91,8307.91,subject,,
C14-2019-0107.SH,1,923762.0,923762,0.0,0,1999959.0,1999959,900000.0,900000,,,0.0,0.0,subject,,
C14-2019-0108,1,2120400.0,2120400,0.0,0,1929539.0,1929539,2200000.0,2200000,1911.0,,14136.0,14136.0,subject,,
C14-2019-0110,1,2940300.0,2940300,0.0,0,1448246.0,1448246,22784115.0,22784115,1995.0,,490050.0,490050.0,subject,,
C14-2019-0113,1,696877.0,696877,0.0,0,1745086.0,1745086,1944916.0,1944916,2021.0,,0.0,0.0,subject,,
C14-2019-0115,1,3448976.0,3448976,0.0,0,1935468.0,1935468,29300000.0,29300000,1995.0,,431122.03,431122.03,subject,,
C14-2019-0116,1,484622.0,484622,0.0,0,1888874.0,1888874,480000.0,480000,,,0.0,0.0,subject,,
C14-2019-0117,1,83701.0,83701,0.0,0,1641047.0,1641047,80000.0,80000,,,18600.12,18600.12,subject,,
C14-2019-0118,1,0.0,0,1366042.0,1366042,100073.0,100073,1366042.0,1366042,,,195148.8,195148.8,subject,,
C14-2019-0121,1,9321840.0,9321840,0.0,0,1837127.0,1837127,77240000.0,77240000,2022.0,,466092.0,466092.0,subject,,
C14-2019-0123,1,13327966.0,13327966,0.0,0,1910473.0,1910473,66741209.0,66741209,2024.0,,166599.58,166599.58,subject,,
C14-2019-0126,1,6124840.0,6124840,0.0,0,2036641.0,2036641,14278138.0,14278138,1999.0,,306242.0,306242.0,subject,,
C14-2019-0127,1,0.0,0,147991225.0,147991225,120801.0,120801,238602228.0,238602228,,,19192.54,19192.54,subject,,
C14-2019-0129,1,2315301.0,2315301,0.0,0,1871373.0,1871373,56167136.0,56167136,2024.0,,841927.68,841927.68,subject,,
C14-2019-0130,1,330000.0,330000,0.0,0,276768.0,276768,330000.0,330000,,,0.0,0.0,subject,,
C14-2019-0131,1,9202486.0,9202486,0.0,0,1450613.0,1450613,9924000.0,9924000,1983.0,,460124.28,460124.28,subject,,
C14-2019-0133,1,0.0,0,43521088.0,43521088,1866759.0,1866759,44280913.0,44280913,,,141657.12,141657.12,subject,,
C14-2019-0134,1,349901.0,349901,0.0,0,1801526.0,1801526,392185.0,392185,1967.0,,0.0,0.0,subject,,
C14-2019-0135,1,209085.0,209085,0.0,0,2011106.0,2011106,209085.0,209085,,,13939.0,13939.0,subject,,
C14-2019-0136,1,867036.0,867036,0.0,0,1926586.0,1926586,868172.0,868172,,,23.734,23.734,subject,,
C14-2019-0137,1,1274131.0,1274131,0.0,0,1752389.0,1752389,1279549.0,1279549,1964.0,,293376.6,293376.6,subject,,
C14-2019-0138,1,35623500.0,35623500,0.0,0,1944334.0,1944334,51000000.0,51000000,,,28888.0,28888.0,subject,,
C14-2019-0139,1,388983.0,388983,0.0,0,1881939.0,1881939,509564.0,509564,1955.0,,0.0,0.0,subject,,
C14-2019-0141,1,0.0,0,213558.0,213558,223046.0,223046,200000.0,200000,,,0.0,0.0,subject,,
C14-2019-0142,1,1888420.0,1888420,0.0,0,1941616.0,1941616,1938840.0,1938840,2023.0,,94421.0,94421.0,subject,,
C14-2019-0143,1,0.0,0,608447.0,608447,100073.0,100073,167700.0,167700,,,146100.24,146100.24,subject,,
C14-2019-0144,1,4066195.0,4066195,0.0,0,1986219.0,1986219,13700000.0,13700000,2022.0,,201421.44,201421.44,subject,,
C14-2019-0145,1,17316288.0,17316288,0.0,0,146378.0,146378,34830000.0,34830000,1989.0,,577209.6,577209.6,subject,,
C14-2019-0146,1,5194684.0,5194684,0.0,0,2024543.0,2024543,5194684.0,5194684,,,171626.0,171626.0,subject,,
C14-2019-0151,1,4401260.0,4401260,0.0,0,1818339.0,1818339,10795447.0,10795447,2025.0,,29330.0,29330.0,subject,,
C14-2019-0152,1,2869636.0,2869636,0.0,0,1593373.0,1593373,2869636.0,2869636,,,22710.0,22710.0,subject,,
C14-2019-0153,1,6117960.0,6117960,0.0,0,2028543.0,2028543,7200000.0,7200000,,,71976.0,71976.0,subject,,
C14-2019-0155,1,0.0,0,709864.0,709864,178329.0,178329,527616.0,527616,,,2.953,2.953,subject,,
C14-2019-0156,1,1622160.0,1622160,0.0,0,1932777.0,1932777,2218584.0,2218584,1965.0,,9012.0,9012.0,subject,,
C14-2019-0157,1,3622400.0,3622400,0.0,0,1648363.0,1648363,5689967.0,5689967,1908.0,,18112.0,18112.0,subject,,
C14-2019-0158,1,1783700.0,1783700,0.0,0,1697537.0,1697537,7150000.0,7150000,1987.0,,144284.0,144284.0,subject,,
C14-2019-0159,1,3311.0,3311,0.0,0,145501.0,145501,3311.0,3311,,,662112.0,662112.0,subject,,
C14-2019-0160,1,0.0,0,0.0,0,1904562.0,1904562,397246.0,397246,1972.0,,11964.24,11964.24,subject,,
C14-2019-0162,1,998134.0,998134,0.0,0,2021519.0,2021519,998134.0,998134,,,55451.88,55451.88,subject,,
C14-2019-0163,1,780000.0,780000,0.0,0,1818540.0,1818540,773768.0,773768,1936.0,,7800.0,7800.0,subject,,
C14-2019-0164,1,0.0,0,0.0,0,1911651.0,1911651,350000.0,350000,2023.0,,0.0,0.0,subject,,
C14-2019-0165,1,145154.0,145154,0.0,0,187264.0,187264,0.0,0,0.0,,58.257,58.257,subject,,
C14-2019-0166,1,9489321.0,9489321,0.0,0,1549201.0,1549201,9489321.0,9489321,,,1054369.8,1054369.8,subject,,
C14-2019-0167,1,5486600.0,5486600,0.0,0,1795999.0,1795999,5486600.0,5486600,,,541886.4,541886.4,subject,,
C14-2019-0168,1,0.0,0,54690000.0,54690000,1928453.0,1928453,20498254.0,20498254,,,435944.12,435944.12,subject,,
C14-2019-0169,1,0.0,0,8640168.0,8640168,2036659.0,2036659,8233304.0,8233304,,,194447.0,194447.0,subject,,
C14-2020-0001,1,199227.0,199227,0.0,0,1926285.0,1926285,711524.0,711524,,,17.944,17.944,subject,,
C14-2020-0002,1,0.0,0,29437666.0,29437666,176610.0,176610,28167880.0,28167880,,,216057.6,216057.6,subject,,
C14-2020-0003,1,4791712.0,4791712,0.0,0,1934851.0,1934851,598964.0,598964,,,149741.0,149741.0,subject,,
C14-2020-0004,1,1407582.0,1407582,0.0,0,205864.0,205864,111876803.0,111876803,,,703791.0,703791.0,subject,,
C14-2020-0005,1,1030284.0,1030284,0.0,0,205864.0,205864,1030284.0,1030284,,,171714.0,171714.0,subject,,
C14-2020-0007,1,0.0,0,3566511.0,3566511,102701.0,102701,3631585.0,3631585,,,8750.0,8750.0,subject,,
C14-2020-0008,1,2123955.0,2123955,0.0,0,1935573.0,1935573,2123955.0,2123955,,,47199.0,47199.0,subject,,
C14-2020-0009,1,400854.0,400854,0.0,0,1855071.0,1855071,400854.0,400854,2024.0,,33404.52,33404.52,subject,,
C14-2020-0010,1,1751120.0,1751120,0.0,0,1704674.0,1704674,3400000.0,3400000,2020.0,,87556.0,87556.0,subject,,
C14-2020-0012,1,67298.0,67298,0.0,0,1892016.0,1892016,501722.0,501722,1979.0,,3.542,3.542,subject,,
C14-2020-0013,1,6920832.0,6920832,0.0,0,1409272.0,1409272,7217773.0,7217773,1958.0,,144184.0,144184.0,subject,,
C14-2020-0014,1,183449.0,183449,0.0,0,1932739.0,1932739,183449.0,183449,,,5662.0,5662.0,subject,,
C14-2020-0015,1,5598723.0,5598723,0.0,0,1932822.0,1932822,10559030.0,10559030,2024.0,,622080.36,622080.36,subject,,
C14-2020-0016,1,11698135.0,11698135,0.0,0,1922027.0,1922027,42877930.0,42877930,2025.0,,191146.0,191146.0,subject,,
C14-2020-0019,1,0.0,0,17193688.0,17193688,1503240.0,1503240,17079501.0,17079501,,,628788.6,628788.6,subject,,
C14-2020-0022,63,247665.0,15901797,0.0,0,1764815.0,98966049,399363.0,26241447,1966.0,,0.0,0.0,subject,,
C14-2020-0023,21,75750.0,36450596,0.0,19263014,1851104.0,32192258,438210.0,171686583,1960.0,,1.0,3491172.75,subject,,
C14-2020-0024,1,3276800.0,3276800,0.0,0,108841.0,108841,3426255.0,3426255,1967.0,,32768.0,32768.0,subject,,
C14-2020-0025,1,0.0,0,311580.0,311580,100073.0,100073,311580.0,311580,,,20.772,20.772,subject,,
C14-2020-0026,1,4528050.0,4528050,0.0,0,1925291.0,1925291,4793690.0,4793690,,,30187.0,30187.0,subject,,
C14-2020-0029,26,162272.5,4924624,0.0,2650899,1487313.5,29825769,352504.5,11317638,1970.0,,0.0,760304.96,subject,,
C14-2020-0030,13,165957.0,2148885,0.0,2550612,1828035.0,21968180,326517.0,12566747,2015.0,,0.0,1454332.8,subject,,
C14-2020-0031.SH,27,257734.0,6377013,0.0,29324673,1502166.0,33472142,457632.0,32927283,1967.0,,0.0,943030.44,subject,,
C14-2020-0032,1,6000173.0,6000173,0.0,0,1778451.0,1778451,64380000.0,64380000,2020.0,,40001.15,40001.15,subject,,
C14-2020-0035,1,1319868.0,1319868,0.0,0,1832873.0,1832873,2962036.0,2962036,2024.0,,4399.56,4399.56,subject,,
C14-2020-0036,1,2404300.0,2404300,0.0,0,2013609.0,2013609,34320000.0,34320000,2022.0,,24043.0,24043.0,subject,,
C14-2020-0037,1,5998960.0,5998960,0.0,0,1926019.0,1926019,42277406.0,42277406,2024.0,,149974.0,149974.0,subject,,
C14-2020-0038,17,186661.0,3453821,0.0,10422755,1672443.0,25496970,384794.0,9639384,2010.0,,0.0,1932670.08,subject,,
C14-2020-0039,1,145920.0,145920,0.0,0,1828035.0,1828035,270000.0,270000,,,0.0,0.0,subject,,
C14-2020-0040,1,124156.0,124156,0.0,0,1836635.0,1836635,124156.0,124156,,,1.33,1.33,subject,,
C14-2020-0041,1,668136.0,668136,0.0,0,1920624.0,1920624,3300000.0,3300000,2016.0,,0.0,0.0,subject,,
C14-2020-0042,1,4077216.0,4077216,0.0,0,1914781.0,1914781,50383345.0,50383345,2024.0,,509652.0,509652.0,subject,,
C14-2020-0043,1,1126920.0,1126920,0.0,0,1470477.0,1470477,1276179.0,1276179,1959.0,,18782.0,18782.0,subject,,
C14-2020-0044,41,165957.0,7530616,0.0,2761609,1641251.0,50244057,358620.0,17268648,1950.0,,0.0,253885.6,subject,,
C14-2020-0045,1,3448976.0,3448976,0.0,0,1935468.0,1935468,29300000.0,29300000,1995.0,,431122.03,431122.03,subject,,
C14-2020-0046,1,849420.0,849420,0.0,0,1975391.0,1975391,853974.0,853974,,,33976.8,33976.8,subject,,
C14-2020-0047,1,422500.0,422500,0.0,0,1760027.0,1760027,540000.0,540000,,,0.0,0.0,subject,,
C14-2020-0048,17,825000.0,16223697,0.0,0,1720762.0,25249647,1468440.0,30308085,1928.0,,0.0,39650.1,subject,,
C14-2020-0049,1,3442500.0,3442500,0.0,0,1322476.0,1322476,3037500.0,3037500,1930.0,,20250.0,20250.0,subject,,
C14-2020-0050,1,3037058.0,3037058,0.0,0,1870789.0,1870789,20467591.0,20467591,2024.0,,142920.36,142920.36,subject,,
C14-2020-0052,1,441000.0,441000,0.0,0,1415424.0,1415424,463830.0,463830,1939.0,,9000.0,9000.0,subject,,
C14-2020-0056,1,440035.0,440035,0.0,0,1830511.0,1830511,435689.0,435689,,,81488.0,81488.0,subject,,
C14-2020-0057,1,0.0,0,0.0,0,1388898.0,1388898,63039.0,63039,,,22838.51,22838.51,subject,,
C14-2020-0058,1,211180.0,211180,0.0,0,1840878.0,1840878,824063.0,824063,1975.0,,52795.0,52795.0,subject,,
C14-2020-0059,1,3016998.0,3016998,0.0,0,1922654.0,1922654,54312246.0,54312246,2024.0,,1019933.0,1019933.0,subject,,
C14-2020-0061,1,0.0,0,0.0,0,1843300.0,1843300,1694404.0,1694404,2012.0,,409899.6,409899.6,subject,,
C14-2020-0062,1,0.0,0,43550.0,43550,550814.0,550814,43550.0,43550,,,1742.0,1742.0,subject,,
C14-2020-0063,1,1780000.0,1780000,0.0,0,1897054.0,1897054,2600000.0,2600000,,,3.465,3.465,subject,,
C14-2020-0064,1,0.0,0,95258333.0,95258333,2017093.0,2017093,34352084.0,34352084,,,108640.0,108640.0,subject,,
C14-2020-0065,1,0.0,0,10000800.0,10000800,100073.0,100073,0.0,0,0.0,,20835.0,20835.0,subject,,
C14-2020-0066,1,0.0,0,37951752.0,37951752,1405300.0,1405300,37321265.0,37321265,,,108.955,108.955,subject,,
C14-2020-0067,10,806592.0,46918828,0.0,0,927120.0,9534380,973263.5,57432071,1983.0,,5336.0,451157.0,subject,,
C14-2020-0070,1,4515360.0,4515360,0.0,0,1828409.0,1828409,10500000.0,10500000,2023.0,,301024.0,301024.0,subject,,
C14-2020-0072,1,862620.0,862620,0.0,0,1324532.0,1324532,1744184.0,1744184,1961.0,,28754.0,28754.0,subject,,
C14-2020-0073,1,20499772.0,20499772,0.0,0,1892179.0,1892179,39293586.0,39293586,2024.0,,227775.24,227775.24,subject,,
C14-2020-0074,1,228000.0,228000,0.0,0,1995943.0,1995943,963883.0,963883,1970.0,,5700.0,5700.0,subject,,
C14-2020-0075,1,1395690.0,1395690,0.0,0,1807935.0,1807935,1395690.0,1395690,,,46434.0,46434.0,subject,,
C14-2020-0076,1,600000.0,600000,0.0,0,1835878.0,1835878,967699.0,967699,0.0,,0.0,0.0,subject,,
C14-2020-0078,1,4459120.0,4459120,0.0,0,1922765.0,1922765,24494346.0,24494346,2024.0,,637017.08,637017.08,subject,,
C14-2020-0079,1,1290144.0,1290144,0.0,0,1755788.0,1755788,1290144.0,1290144,,,33.138,33.138,subject,,
C14-2020-0080,1,1290144.0,1290144,0.0,0,1755788.0,1755788,1290144.0,1290144,,,33.138,33.138,subject,,
C14-2020-0081,8,488205.5,7778321,0.0,0,1502001.0,9266723,1241867.5,13898629,1951.0,,0.0,100899.0,subject,,
C14-2020-0082,1,6643771.0,6643771,0.0,0,1834453.0,1834453,34633487.0,34633487,2024.0,,110729.52,110729.52,subject,,
C14-2020-0083,1,345086.0,345086,0.0,0,2033608.0,2033608,491078.0,491078,1947.0,,0.0,0.0,subject,,
C14-2020-0084,1,850000.0,850000,0.0,0,2043403.0,2043403,1151402.0,1151402,,,64534.14,64534.14,subject,,
C14-2020-0085,1,2700000.0,2700000,0.0,0,1921456.0,1921456,0.0,0,2022.0,,0.0,0.0,subject,,
C14-2020-0086,1,2492040.0,2492040,0.0,0,1754178.0,1754178,3964493.0,3964493,2022.0,,124602.0,124602.0,subject,,
C14-2020-0089,28,273888.0,11758593,0.0,32491605,1605578.5,37547148,443357.0,48224449,1967.0,,0.0,854352.7,subject,,
C14-2020-0090,1,371284.0,371284,0.0,0,1783462.0,1783462,371284.0,371284,,,3.86,3.86,subject,,
C14-2020-0091,1,605008.0,605008,0.0,0,1943402.0,1943402,605008.0,605008,,,14.484,14.484,subject,,
C14-2020-0092,1,2572880.0,2572880,0.0,0,1906908.0,1906908,29953124.0,29953124,2024.0,,714688.92,714688.92,subject,,
C14-2020-0094,1,0.0,0,2370482.0,2370482,127100.0,127100,2371202.0,2371202,,,78.253,78.253,subject,,
C14-2020-0095,1,0.0,0,2370482.0,2370482,127100.0,127100,2371202.0,2371202,,,78.253,78.253,subject,,
C14-2020-0096,1,10410850.0,10410850,0.0,0,1850439.0,1850439,11400000.0,11400000,1977.0,,208217.0,208217.0,subject,,
C14-2020-0097,1,0.0,0,0.0,0,1962294.0,1962294,1254000.0,1254000,,,16204.32,16204.32,subject,,
C14-2020-0101,1,1425645.0,1425645,0.0,0,2036220.0,2036220,2376076.0,2376076,,,15.152,15.152,subject,,
C14-2020-0102,14,209196.5,3902431,0.0,470112,1529169.0,18823955,579817.5,9319924,1975.0,,2.492,219579.78,subject,,
C14-2020-0105,1,0.0,0,200000.0,200000,182490.0,182490,0.0,0,0.0,,0.0,0.0,subject,,
C14-2020-0106,1,0.0,0,296875.0,296875,182493.0,182493,0.0,0,0.0,,5937.5,5937.5,subject,,
C14-2020-0107,1,0.0,0,896267.0,896267,182490.0,182490,599433.0,599433,,,17811.68,17811.68,subject,,
C14-2020-0109,1,799095.0,799095,0.0,0,280090.0,280090,4496143.0,4496143,2019.0,,53273.0,53273.0,subject,,
C14-2020-0112,1,6000000.0,6000000,0.0,0,1909487.0,1909487,8000000.0,8000000,,,20000.0,20000.0,subject,,
C14-2020-0115,1,9043515.0,9043515,0.0,0,1831539.0,1831539,52595301.0,52595301,2024.0,,139131.0,139131.0,subject,,
C14-2020-0116,1,3033954.0,3033954,0.0,0,2033210.0,2033210,3033954.0,3033954,,,606790.8,606790.8,subject,,
C14-2020-0117,1,59416589.0,59416589,0.0,0,1815991.0,1815991,22663538.0,22663538,,,174.874,174.874,subject,,
