CASE_NUMBER,median_appraised_value,median_land_to_total_ratio,homestead_exemption_share,owner_occupancy_share,median_structure_age
C14-2020-0039,1077573.694640872,0.304466135878598,0.8088182003003935,0.8452630164958874,68.06136489693881
C14-2016-0023.SH,800182.4211834586,0.7656793666032309,0.5846847831415082,0.6673694945905938,43.29041009627411
C14-2023-0004,1078037.6171010998,0.6448714109372761,0.40545229680031847,0.4696322749577997,42.79462855058197
C14-2012-0097,1190598.736723105,0.362935920716983,0.379380355602037,0.46593991002082313,33.70755949079141
C14-2012-0020,372868.98249209893,0.5614160563995862,0.2481106959162899,0.27920043503610265,63.38838055071773
C14-2017-0092,311836.6592035363,0.677680388608882,0.3506776723454832,0.38450267484438727,37.57086904767524
C14-2021-0137,419479.1078874918,0.5798441988123523,0.8857702803394195,0.940550282107961,52.335655353713086
C14-2018-0140,1059782.1651754945,0.6147259700586167,0.7887076706794897,0.8882186860056603,12.094645686899165
C14-2015-0119,1174463.325777328,0.5413000593104464,0.7555664323967742,0.7707997283998498,39.24034316912438
C14-2007-0131,704325.2172448274,0.7023079845268521,0.8486238629267923,0.9051942388559132,60.45132916999736
C14-2022-0056,509651.33538410894,0.28018899366697475,0.4994239345128647,0.542427299218045,5.975019024871023
C14-2009-0028,800561.5885468706,0.43064078451592186,0.17200688348024773,0.21704655507389906,29.28061314628163
C14-2015-0160,1196204.8325409677,0.38731937930269666,0.730668324285884,0.8016369665335938,48.5394375960816
C14-2022-0150,472590.3339193603,0.35141153137702996,0.730585291551157,0.7455781359486503,27.4812167707428
C14-2008-0171,414702.43550568837,0.6843198159019337,0.5537377851391048,0.5704761835428183,45.60946509858405
C14-2009-0168,1001838.9626804678,0.3058115022252082,0.6597303600677024,0.7006297177388071,32.1300770162546
C14-2016-0064,941994.1928290616,0.690722368694106,0.8746155938511642,0.9470380635803252,60.69081032963603
C14-2010-0084,900809.6335257704,0.5094051634770362,0.21493948044972405,0.2580266858272269,55.14587688066384
C14-2012-0109,966490.5538091275,0.2858698528220395,0.4274867117632195,0.5192410521883513,51.217690960501336
C14-2021-0008.SH,889645.1348139478,0.3674398190216306,0.6273289187966478,0.7104937974235537,24.580387169649132
C14-2020-0121,515796.317561053,0.3456712136687524,0.3576657344885906,0.3703966311445707,43.56944502509782
C14-2019-0011,754982.992249264,0.36138190324150643,0.6174223075381797,0.6370722151144279,35.899254552266925
C14-2016-0025,970082.1446069414,0.44518805138457485,0.7878309995568771,0.7986454934770043,25.70102496458848
C14-2011-0133,375463.43849053356,0.794557142737679,0.5275508379061475,0.6193392218189336,6.516456194740169
C14-2008-0162,313006.7409929387,0.4060756783079369,0.46603146036902565,0.5278024172663303,58.98604971934941
C14-2013-0022,545125.6341806415,0.3739221638788516,0.2781740003941163,0.3180118477597173,30.843084675440004
C14-2015-0047,904472.667873823,0.2526663709895055,0.531129433227776,0.5770240811319248,29.312682213466896
C14-2015-0086,643550.3887261994,0.2927488031501164,0.7230812597669779,0.792625678801182,29.236440207841504
C14-2020-0102,1008086.56889546,0.4084884435399696,0.7449788550887344,0.8079699492791269,14.848321763477127
C14-2020-0067,1199479.4014777956,0.5134389076384354,0.6056106800474261,0.636551761141595,21.669581310638662
C14-2008-0175,399773.67700203496,0.2780870946243629,0.372337244690755,0.46806674243218904,59.12866728058939
C14-2017-0123,893569.8487267619,0.32093576170335064,0.4543218745285511,0.5540784108924838,20.864510177098346
C14-2021-0123,886324.4128124975,0.5248441938582539,0.7459735458407734,0.8237060388746487,25.596962258492304
C14-2021-0193,910365.9239071001,0.3253353595818791,0.6520945488373822,0.7485917374695298,33.86692373563752
C14-2024-0071,1129299.1479374482,0.29722152790172757,0.25203031519125824,0.29919311986926655,32.816423823443685
C14-2007-0259,434141.4365834417,0.382741076859074,0.6798252929244846,0.7316546128993491,49.557347566039475
C14-2021-0082,632541.5264638269,0.20008363345767793,0.12991623436438396,0.1592504640528043,33.20834159770579
C14-2015-0001,1052743.7754363418,0.29625913596007614,0.38128166713477263,0.4373767867048813,42.059136541622166
C14-2013-0158,585343.7631052277,0.7694470190338709,0.29642634752899955,0.3080960271241112,50.80357008603256
C14-2024-0019.SH,449111.8015979588,0.6864423675992963,0.2674687256905175,0.2845074428128831,34.42064091018711
C14-2020-0022,1016692.0217411515,0.539241662732668,0.6680520653977704,0.7182319209002116,37.43103486844225
C14-2023-0126,1126381.1456533847,0.7349676959121767,0.8411362684944852,0.8719091704196326,49.87092452006412
C14-2008-0052,734484.6872615267,0.31597414196502827,0.24059371626185388,0.31406517674775863,11.201399353422959
C14-2023-0034,422036.5570169649,0.39336221874538235,0.1763923973980216,0.2699161362912552,54.28842186137754
C14-2022-0004,1135900.7239688076,0.6959555580893756,0.37221322120862155,0.39421541368625324,18.620033066681906
C14-2013-0031,827941.923690663,0.4662987092961351,0.8092533621916885,0.8948683490309786,62.8501133665833
C14-2012-0067,927389.2591125488,0.3472102810068437,0.7462320354504094,0.7572464967591178,67.79168748616542
C14-2018-0141,1084669.0485352792,0.21511343627351634,0.634992739317388,0.7314491856033628,49.82905088578921
C14-2021-0050,1016158.2424976598,0.6390152617913951,0.18889687526706078,0.28048602114536025,66.05448615611829
C14-2022-0033,321451.48624007695,0.6771589591280576,0.620930549459236,0.6313052887230282,35.762763337086824
C14-2013-0098,1013351.8412363823,0.7379889922382732,0.3185179880243646,0.41630110684859734,9.67502985849867
C14H-2018-0013,1137737.630110207,0.5999988977320531,0.7727683564820502,0.872060120352179,10.161446376919343
C14-2020-0029,617894.1004392006,0.4511911227072087,0.6791078949383135,0.7676483630912383,5.7575264502221195
C14-2020-0147,606641.2676631502,0.6898104148035673,0.14740656938337215,0.24002249585597918,51.35255086195739
C14-2021-0150,703283.8857195327,0.42926435352303827,0.5822638724248642,0.6593969282519149,16.52519196665456
C14-2021-0055,1138079.1091629881,0.6588459397106514,0.5538544280008404,0.5907967463840298,6.090953954576314
C14-2021-0037,1196368.6904502395,0.593800742772709,0.1747003244764344,0.21392793572587832,12.08685273678924
C14H-2010-0006,798241.7953539377,0.4585153117917606,0.8725199830094991,0.9318904548351767,34.252186828689155
C14H-2015-0006,977211.8579116553,0.483669165451053,0.6031379556574057,0.6836692239163057,36.20996895206804
C14-2008-0113,360829.27300087083,0.4289089041535467,0.3487860875188494,0.40325392727185666,16.349065487335352
C14-2013-0097,545546.0750941039,0.31358709844914345,0.6259965994331018,0.6400164756098736,31.618533371903517
C14-2013-0104,1192102.7152755978,0.575531649987663,0.5053164520446369,0.5419807851347492,8.841674120236688
C14-2021-0007,1054347.3726872187,0.44274616156828156,0.2914467452213566,0.3698177180707274,14.846253452635448
C14-2015-0050,1151131.1187263636,0.6173307940411543,0.43394269857360024,0.49797328520518963,65.54325412378721
C14-2015-0043,891733.5208446488,0.7192551021683711,0.5387442650099133,0.6010715573455843,23.64000740045187
C14-2008-0025,422315.88304210757,0.4960541695150771,0.693884464141889,0.7827672542548572,59.258724572674005
C14-2013-0107,1174907.2887700563,0.6257705286362039,0.7502752546854974,0.8359299762666066,35.96030942843088
C14-2008-0131,889793.5737913401,0.206496766239867,0.10893147620707558,0.18695645629704166,12.558871484550485
C14H-2014-0014,820802.3869408707,0.4885974918433786,0.25192589224887324,0.27093753661721054,36.36412250396924
C14H-2018-0084,581865.716934378,0.7337410936881619,0.15951888831249195,0.24125140692923885,14.456668738912164
C14-2010-0077,1071220.7237089695,0.2993731265042291,0.417722462428305,0.47694517716488627,37.04971610709921
C14-2013-0060,335233.0859624127,0.28032136651595657,0.4942154415986979,0.5594439095102677,12.269722121080774
C14-2014-0015,822158.1873516128,0.772907982092224,0.20381378034791295,0.29000888771237304,31.83738201392287
C14-2021-0039,1004202.7675516827,0.6831296680121888,0.8227297600105111,0.8804984403943363,69.04102654138742
C14-2010-0039,1046168.3805791177,0.5064098639528058,0.8923785998900333,0.9194947688355091,38.913207661342526
C14-2021-0117,1054897.967097452,0.5869841695753764,0.8582223086686217,0.9083735806727419,53.472468413703396
C14-2015-0105,783981.261401067,0.3414200862019234,0.7834587237853677,0.8155016598163072,59.96517680033473
C14-2013-0053,969399.8774350451,0.4262698236087495,0.5577915728734978,0.6523964150068646,68.7653503296184
C14-2015-0106,392947.5296395667,0.2679331660961985,0.8334527740235921,0.8997768851584251,27.622336789793962
C14-2015-0025,474345.2978356763,0.2083636325911561,0.7494010597553663,0.8134496300328877,60.7238712954112
C14-2021-0127,591748.1576699745,0.5618995363567274,0.2379690700997597,0.28109017937025954,62.158789304181326
C14-2010-0034,812241.3630151106,0.7525759818091196,0.7131225531862267,0.737310134224765,18.22256098953514
C14-2018-0149,382579.49103415647,0.7050125997286107,0.15290823638739878,0.224745853148813,26.44798329975509
C14-2024-0104,1075293.581155809,0.44568139717120464,0.3989851728293988,0.4768565171011616,41.95621586807287
C14-2012-0130,642133.3576345028,0.31351035992159465,0.7230892093648545,0.7557100719286858,26.95615503247408
C14-2011-0032,629090.3665463061,0.646655309703754,0.13937867875372048,0.15891971419606887,47.749231582458854
C14H-2010-0019,698510.1409277727,0.2994809268765258,0.4553245203445704,0.5027390683105077,55.30577234837418
C14-2011-0134,1074551.5064507823,0.5977934995098562,0.14418421246360796,0.22090499301978428,61.45773069342281
C14-2020-0048,761574.78683851,0.7693587208667827,0.17222477519970986,0.19632647114207225,6.206403550175588
C14-2009-0077,1061808.0219415512,0.40678014466644863,0.8331492893522743,0.9034683491310233,49.953777344778565
C14-2022-0010,1030633.415652365,0.2136671560294086,0.13348887421015246,0.18557404409472156,61.00978916277724
C14-2022-0047,447186.56126118795,0.29175102200448777,0.29214857231309643,0.381244019219836,51.63820875879752
C14-2022-0076,1018631.4759289384,0.29768861797423163,0.868410865363201,0.9093053863746441,69.9257496758442
C14-2021-0183,365530.60062042484,0.5027667370267099,0.6832350790209458,0.7679085058959791,62.74633113410931
C14-2008-0115,319658.72520348954,0.7295885876899344,0.3934683868478551,0.42206051466990474,9.469881191811192
C14-2017-0098,1151327.0953189926,0.3221688042169337,0.655073226310621,0.7190658691068216,46.48524708619089
C14-2007-0144,1160422.5146364023,0.7135282650420081,0.5837681160524584,0.6292952962141776,34.46199061904058
C14-2019-0164,1085938.5674660513,0.7041797309310942,0.8047886971157023,0.8481142087392565,49.29713768269814
C14-2010-0113,869066.9064609001,0.31765731605184105,0.30871201091603506,0.3835712738439159,44.346130816198155
C14-2013-0126,1146593.0181324808,0.4167271582328228,0.5668859084852386,0.5831864274227083,28.07899744837648
C14-2018-0100.SH,418702.1952067876,0.623078950084706,0.6420786212452455,0.6740531220084809,11.234432870812672
C14-2019-0078,300517.3930479502,0.3962160478599245,0.7622557424438366,0.8171723275336445,55.536889961996266
C14-2008-0154,545453.2461048356,0.20877909699680922,0.28590466530490055,0.32232656000714693,18.794016957625175
C14-2011-0058,969736.4571265897,0.21494366499575124,0.8972836644479586,0.9248744068679994,68.96012901938536
C14-2013-0087,721963.2929450864,0.4339148533546379,0.4139399775090322,0.44105317206456307,38.59466238697535
C14-2018-0002,1136442.7450579596,0.7796384768915754,0.775928518790954,0.7942362605303872,49.8704362873211
C14-2012-0052,683225.7215292803,0.7279393583742304,0.6970221928007894,0.7941032689045298,31.298407349880144
C14-2022-0133,409701.74352568487,0.6262423222808793,0.7954067069090892,0.8786562929644026,30.364650354451403
C14-2012-0083,437081.4425678586,0.3958443705499064,0.43180339791014244,0.5237501460524092,68.13390613216939
C14-2009-0059,302935.77357082075,0.28722747662160153,0.5840868086639889,0.6442571826111181,60.44055152755442
C14-2023-0035,767725.8746422355,0.676838100943997,0.33733615955590307,0.37186638792675747,33.33815485338764
C14-2020-0151,592448.049077976,0.2673294451764475,0.7277215491908395,0.8249187703730649,24.871728580655127
C14-2015-0003,354556.71872017527,0.25425932302119,0.8975244453128834,0.9622202081740691,19.096334771799185
C14-2016-0125,659572.3698346026,0.3158016920392873,0.596894964488677,0.6316555947883107,58.94361708265847
C14-2018-0150,1090495.3824019907,0.28013639520378847,0.2318221091659173,0.325435622826596,45.00119730196057
C14-2021-0161,851650.9886443926,0.7270371216147469,0.23424147417438956,0.2460164972881972,60.40220905009439
C14-2014-0047,1150203.3642858085,0.21138302462987812,0.40131932747607046,0.4958023722372959,17.229944765985657
C14-2015-0094,939928.5755758656,0.790136244857663,0.4933305647543955,0.5871481382356911,25.10915000411346
C14-2021-0081,728172.1208266849,0.2689056152805118,0.43895510310428665,0.4955800440116617,47.20296968507335
C14-2023-0114,752803.6237847793,0.24146249479548443,0.6118357388427065,0.6720921785459458,66.72056976432216
C14-2017-0052,1012510.4598321734,0.7169366428439321,0.5118427410884674,0.550531430608014,54.07691587766826
C14-2021-0125,1129570.2003295526,0.3986533618865813,0.4275564070158223,0.49275467020626856,15.569389259657266
C14-2020-0143,575683.2547760857,0.7775640397739938,0.8099764386889995,0.87386889292703,28.259106910981192
C14-2019-0098,894097.3078444847,0.34181812119806265,0.6864791056658602,0.7585212592672216,65.12649846747256
C14-2021-0023.SH,317576.69627590454,0.22133900307488727,0.7452242667863759,0.8396938807447307,68.15243469576342
C14-2022-0114,914906.9784347359,0.6318311989070544,0.8929277414243613,0.9160854780583872,17.462520605915124
C14-2019-0026,837192.3533726961,0.5592406455358628,0.8871045704419236,0.9815258179057315,53.27936111561541
C14-2019-0007,1151740.7933018436,0.6260788149170485,0.8378398202567537,0.9358868460485223,39.30530332113619
C14-2024-0080,833602.9192865066,0.6494135849385521,0.15162191308136325,0.19246091792364284,60.57969720797799
C14-2011-0054,860191.581382734,0.5164544343404525,0.39841958074258643,0.49045115070827905,28.240957514089757
C14-2024-0122,538140.2280539027,0.25231123339441985,0.8706915011435571,0.8898847472380846,63.600283229101656
C14-2010-0143,524077.6204801296,0.7278035446080802,0.680469097695034,0.7636620275866963,51.22512003471018
C14-2022-0018.SH,402459.4781578261,0.707004926868261,0.5645456883926165,0.6038338503229083,13.746693118707983
C14-2013-0096,302459.05396212987,0.3432035520225505,0.5672507906634336,0.619090231509536,15.796579048258277
C14-2014-0123,444681.14759983576,0.3286870309197313,0.7192613780656166,0.799384739533537,48.096690993056384
C14-2022-0084,1191901.2932519694,0.7103754477569839,0.4193897499016933,0.4841618651948203,59.60280618178344
C14-2008-0112,774029.6751836871,0.2415418962494541,0.6986604252896301,0.7621824167418909,14.215355422718993
C14-2014-0193,1027395.6639664631,0.4180321782620685,0.3201552489872804,0.41875767119813573,68.20218351634887
C14-2024-0051,461823.7746959925,0.29502477371865,0.3178280712679219,0.4134745470057833,26.649651463522613
C14-2014-0159,319434.28292688634,0.49398593031272275,0.40029531557665854,0.42892618917166164,42.500328822673744
C14-2014-0070,993233.2727532565,0.6907503492768372,0.12391781004255709,0.1385454686606931,64.30162158329924
C14-2018-0096,1077852.1574772191,0.7140553955108795,0.4263219919960205,0.49682495420847084,44.859161361688884
C14-2020-0075,694692.5085670562,0.41343464540509967,0.273043234672237,0.3494572704576998,67.42754497612842
C14-2018-0093,933274.647151575,0.5737206168266089,0.5548519310215853,0.6178379288780974,18.90582359403954
C14-2020-0030,384122.28160060477,0.556509305828533,0.34678964568164117,0.3843796096703545,57.880711848470135
C14-2013-0095,346290.2496876103,0.27726227442891777,0.6878966881937496,0.7266960889385538,42.718291537997565
C14-2019-0090,680628.6847856282,0.21042942639688234,0.4996684593838211,0.5629180541164228,45.62974609781207
C14-2023-0032,1013752.230898145,0.5893615682897049,0.5606238271049621,0.5943845676104191,18.596940465142417
C14H-2019-0077,411486.96423608385,0.22213705452588794,0.15609268550103847,0.23519994844783526,33.36674852668061
C14-2019-0027,1122375.755718952,0.6106655018471189,0.14381112366702312,0.19356610354688655,5.738948344389386
C14-2023-0014,466116.660488139,0.5034998256137462,0.33425728066731686,0.38441904739757393,67.36158962561674
C14-2015-0019,828288.8264797903,0.5929146864589738,0.5778356269791501,0.6080141218284353,50.58541024844159
C14-2017-0094,638211.5508932131,0.31347849307794995,0.6127456344706759,0.6690331393013306,20.21043229276885
C14-2021-0100,378545.5647078018,0.6486057831244358,0.13559340691335484,0.18506021601133993,22.47531336601062
C14-2016-0039,369686.6674200671,0.6483094279635814,0.308046055705241,0.40508560368716184,55.19228293353338
C14-2010-0206,1028232.9816117975,0.217607972127297,0.7215804805739866,0.7996700221305592,59.43716293353431
C14-2021-0139,631828.3796618312,0.5368470385460824,0.8784398967528121,0.9370836660092093,41.60793365371871
C14-2020-0038,1123440.5466979824,0.2869386528899064,0.43813338002583824,0.5147513383762403,46.207947685949755
C14-2008-0066,684046.0794666116,0.22393159810316465,0.22753336958218187,0.2857967448367949,21.967907899385327
C14-2010-0025,1053560.4164456013,0.4673396089579199,0.4872567362843272,0.5760066541015516,67.83908726397749
C14-2008-0099,1063240.3554819059,0.35946226113327834,0.3617034002724391,0.40688411522346635,55.830256994719115
C14-2021-0056,487486.04624242627,0.2264707975638418,0.20980300991746043,0.22176145287613067,30.114707335899585
C14-2019-0049,732105.4963186054,0.7475754676576174,0.255369438561899,0.282442113058283,19.21669039314637
C14-2023-0119,881613.5909929442,0.42033664577312163,0.3892664445646158,0.4370502975536422,53.40624067326131
C14-2024-0070,1065275.856888201,0.42058293025134835,0.8780956091142135,0.9006655203393046,63.75237937490758
C14-2010-0017,798593.0194306262,0.7738583919039008,0.5300586884090126,0.5873865314633716,18.42351453786604
C14-2010-0045,809448.6681354668,0.3761782145627707,0.347762183538328,0.437547336622557,26.399575593876616
C14-2023-0153,783642.1027777737,0.6112734764699408,0.29380746006638453,0.373811898529091,36.62607019921896
C14-2015-0093,434913.23149947345,0.2602515859975626,0.6590407676791943,0.7516316047748022,53.265533448271924
C14-2010-0122,783826.9946667552,0.33657330784142425,0.15723981088650182,0.18455600400896463,48.24951443655641
C14-2010-0079,1053830.838926971,0.7056887060660091,0.753536086581358,0.8032294800689554,44.80057400956806
C14-2008-0031,411625.3796754111,0.2008703888956073,0.3436943529048551,0.3944904283144379,12.794512316646607
C14-2023-0141.SH,865923.8009346664,0.4768873243067175,0.5345543266848924,0.614331026655014,69.8828974111768
C14-2023-0007.SH,455362.0211989756,0.48511986907010163,0.8822828304038253,0.9485813869612852,42.402445475368744
C14-2023-0083,405383.7090499955,0.29393894155786193,0.11105143646294016,0.12133862655769352,59.2309726832233
C14-2015-0001,838232.62975068,0.6833547995289141,0.11956888618617914,0.13950496205555915,38.446773002227665
C14-2024-0109,959296.9603658288,0.6497904346458709,0.20092928123089476,0.2194844803393501,19.454944687558907
C14-2023-0006,547288.5154092569,0.2690093608893807,0.35632388935455694,0.3902111883300976,39.340182265939134
C14-2010-0191.SH,490338.43603281665,0.7371600276541979,0.4768011409177719,0.559183488881327,53.324794710217255
C14-2008-0166,1067705.6877967627,0.5753068967746078,0.4245682706218802,0.5104060113754778,11.298796908954916
C14-2023-0077,618947.869411775,0.7102348118593564,0.6412620950690536,0.687652573667335,42.86812193722331
C14-2009-0032,971421.2094025093,0.6652915411361515,0.26478146106708567,0.28824550102711166,63.87599438619924
C14-2021-0141,992387.3302754512,0.6735668411539035,0.7877974957162308,0.823522769391836,58.98050298293438
C14-2016-0063.SH,602938.26072382,0.4233877897471204,0.7379820179008109,0.797729472906855,7.430799247734738
C14-2016-0096,1050984.9870558043,0.6489175449240185,0.2660907701727576,0.3656796211382101,20.28202946374285
C14-2014-0036,894508.734759989,0.5448552492005033,0.4737511816293075,0.5702769413463263,64.29631992175175
C14-2015-0001,592290.0994915685,0.50785052946726,0.3667456021825849,0.4269903425945113,66.27181271770098
C14H-2021-0164,306640.00404889806,0.6299256057257367,0.5508374919832935,0.6458718554888085,5.136887198800806
C14-2012-0116,578556.2651714189,0.3935344107371931,0.48997366634175676,0.5705174964065076,32.22824851468417
C14-2021-0009,667034.1686720911,0.7868562191296511,0.844915334908729,0.907261809393373,12.254339613976803
C14-2013-0040,616596.801253829,0.7893995734113568,0.5796219167701234,0.6344491322840285,43.68651077739272
C14-2020-0081,732520.3448718628,0.5463177937825157,0.6945001145387304,0.7290308064213745,50.43484823802904
C14-2021-0128,1101095.7127150944,0.74135160782665,0.1927508992191828,0.2514591359790291,44.53434203452593
C14-2012-0140,668027.523575055,0.7663008948332526,0.451467278881307,0.4899810001850394,34.044016528568946
C14-2015-0104,799914.9899999719,0.5569357060889095,0.3364393907250294,0.4168071208743975,35.49050749118376
C14-2011-0141,807784.9013622481,0.42618649207563075,0.6155019213990585,0.6469372575334404,38.411769636416196
C14-2009-0106,622279.2372119038,0.7062356114090125,0.5524665341737145,0.6448644533646877,43.807845236464054
C14-2010-0049,871326.5947797325,0.3968970114642977,0.14388378253332706,0.17547506940441635,17.41606797502141
C14-2020-0023,845532.733334319,0.4252758192894932,0.11689433448016695,0.20276776594687096,7.518804647561928
C14-2012-0100,611015.6443797322,0.578224881889325,0.642963437484519,0.7384234866682622,61.69523623296873
C14-2014-0127,805915.413996724,0.2180503222811241,0.4218703206984453,0.48448633381321127,50.53090673999636
C14-2018-0124,791737.8478113853,0.5601478755558045,0.2405390739417607,0.25240782950323293,13.26669312689193
C14-2009-0102,1080249.4713960504,0.4322808777148134,0.30750590716188164,0.35684403538411347,31.595165503063967
C14-2021-0130,428609.1143044799,0.6310438618632297,0.7402196436937355,0.8325952639742883,37.40860114457482
C14-2010-0048,704825.4311114554,0.418471748357946,0.6091654313520078,0.6224323337609095,57.791217706431766
C14-2022-0008.SH,535006.4852130322,0.5326977896164349,0.6340275795614245,0.6955310326221935,18.664977029330185
C14-2010-0052,888480.0747264741,0.5209374527827126,0.5793806494012601,0.6621360875103781,56.16635356860878
C14-2008-0060,836787.5829887929,0.318019468886358,0.42683084551236095,0.49031379418962734,35.896075468055784
C14-2008-0088,573296.8931843374,0.2239283803573956,0.380165459556726,0.4386403992954171,68.87409536255042
C14-2010-0204,489588.0324983575,0.6074294309208979,0.35432793738424995,0.40174850800379647,38.089672425244316
