"CASE_NUMBER","CASE_NAME","SUB_TYPE","APPLICATION_START_DATE","DETAILED_STATUS","COUNCIL_DISTRICT","PROPOSED_ZONING","EXISTING_ZONING","TCAD_ID","DESCRIPTION_OF_WORK","LATITUDE","LONGITUDE"
"C814-06-0106.03","Hyatt West","Planned Unit Development (PUD)","10/10/2022","Closed","9","PUD-NP, planned unit development - neighborhood plan, to remove the minimum parking requirement for Lot 1, the West Parcel, consisting of 3.321 acres of land","PUD-NP, planned unit development - neighborhood plan","0203000223","The Applicant is proposing an amendment to PUD-NP zoning, to remove the minimum parking requirement for Lot 1, the West Parcel, consisting of 3.321 acres of land.","30.26049310","-97.74825964"
"","701-1/2 NUECES STREET","Capital View Corridor Height","04/25/2019","Pending","9","See application","See application","0206010510","The applicant is requesting a general capital view corridor determination.","30.27069657","-97.74783750"
"C17-2019-0150","2401 HOLLY STREET","Capital View Corridor Height","10/08/2019","Approved","3","CBD","CBD","0201091101","The applicant is requesting a determination of capital dominance view.","30.25087074","-97.71930545"
"C17-01-0013","","Capital View Corridor Height","10/11/2001","Closed","9","","","0107000325","","30.27102682","-97.75071209"
"NPA-2024-0012.01","1106 and 1110 East 30th Street","Amended Neighborhood Plan","03/22/2024","Closed","9","","","0214090420","The applicant is requesting an NPA.","30.28795797","-97.72302314"
"NPA-2013-0026.01","Braker/Georgian Commerial Center","Amended Neighborhood Plan","02/25/2013","Withdrawn","4","","LR-NP","0247210707","The applicant is proposing to Amend North Lamar Combined Neighborhood

Note: Case Withdrawn by the Applicant on 5/10/2013","30.37893850","-97.68178984"
"NPA-2009-0018.01","Highland Vertical Mixed Use Neighborhood Plan Amendments","Amended Neighborhood Plan","02/24/2009","Closed","4","VMU","","0231110430","The applicant is requesting a neighborhood plan amendment.","30.33333526","-97.71542867"
"C14-2022-0105","Darby Yard 700","Planned Development Agreement (PDA)","07/25/2022","Closed","1","LI-PDA-NP, limited industrial services - planned development area - neighborhood plan","CS-NP, general commercial services - neighborhood plan; LI-NP, limited industrial services - neighborhood plan","0209261001","The Applicant is proposing to rezone approximately 7.083 acres from LI-NP; CS-NP to LI-PDA-NP.","30.27011636","-97.67062128"
"NPA-2009-0025.01","6102 & 6110 Hill Forest Drive (Tract AD)","Amended Neighborhood Plan","02/19/2009","Closed","8","SF-6 & SF-3","SF-6 & SF-3","0408280826","The applicant is proposing a neighborhood plan amendment","30.23087173","-97.84630975"
"C17-2019-0122","400 W 14TH STREET","Capital View Corridor Height","08/12/2019","Approved","9","CBD","CBD","0210021410","The applicant is requesting a capital view corridor determination.","30.27727126","-97.74369258"
"NPA-2017-0016.04","Govalle/Johnston Terrace FLUM Amendment","Amended Neighborhood Plan","07/27/2017","Scheduled for Hearing","3","","","0202160242","The applicant is proposing to amend the FLUM from Commercial to Mixed Use to allow for greater flexibility on future development of the property.","30.25529616","-97.69796553"
"NPA-2024-0008.02","2967 Manor Road Revision","Amended Neighborhood Plan","07/10/2024","Closed","1","","","0212130707","The applicant is requesting an NPA.","30.28573156","-97.70693668"
"C14-2021-0081","5th & Walsh Rezoning","Planned Development Agreement (PDA)","04/20/2021","Closed","9","LI-PDA-NP, limited industrial services-planned development area-neighborhood plan","CS-MU-CO-NP, general commercial services-mixed use-conditional overlay-neighborhood plan; CS-MU-V-CO-NP, general commercial-mixed use-vertical mixed use building-neighborhood plan","0108031318","The Applicant proposes to rezone 1.3775 acres from CS-MU-CO-NP and CS-MU-V-CO-NP to LI-PDA-NP.","30.27233175","-97.75829146"
"NPA-2012-0021.01","1100 Manlove St NPA","Amended Neighborhood Plan","07/31/2012","Withdrawn","9","","","0302060220","The applicant is proposing to amend East Riverside/Oltorf Combined Neighborhood Plan.","30.24667773","-97.73396564"
"C17-2019-0119.SH","2106 Chicon CVC Determination","Capital View Corridor Height","08/29/2019","Approved","1","SF-1 - SINGLE FAMILY LARGE LOT","SF-1 - SINGLE FAMILY LARGE LOT","0211090703","The applicant proposes a Capitol View Corridor Height Determination.","30.28231842","-97.72201262"
"NPA-2013-0015.01","Airport Cafe","Amended Neighborhood Plan","05/17/2013","Closed","3","","","0207160201","The applicant is proposing a Neighborhood Plan Amendment to the East MLK Combined Neighborhood Plan.","30.27023921","-97.69664505"
"NPA-2020-0014.01","7135 E Ben White Blvd.","Amended Neighborhood Plan","03/18/2020","Closed","2","MF-4-NP - MULTI FAMILY MODERATE-HIGH","LI-NP - LIMITED INDUSTRIAL SERVICES","0315110824","The Applicant is proposing to modify 18.064 acres out of an approved neighborhood plan from Industry to Multifamily land use. 

Related case:  C14-2020-0042","30.21511405","-97.69879581"
"NPA-2012-0018.01","Texas State Troopers Association NPA","Amended Neighborhood Plan","02/28/2012","Withdrawn","7","MF-6 - MULTIFAMILY/VERY HIGH DENSITY","","0226070113","The applicant is requesting a neighborhood plan amendment to change from Mixed Use to Multi-Family.","30.32401866","-97.72901287"
"C17-06-0008","507 SABINE ST","Capital View Corridor Height","07/24/2006","Approved","9","","","0206042201","","30.26542135","-97.73613832"
"C17-06-0026","835 W. 6TH","Capital View Corridor Height","12/20/2006","Approved","9","","","0107000919","","30.27061687","-97.75206971"
"C14-2021-0012","Research Park Rezoning","Planned Development Agreement (PDA)","01/22/2021","Closed","6","LI-PDA","LI","0166030310","The Applicant is proposing to rezone approximately 179.14 acres from LI to LI-PDA .","30.43477453","-97.75443047"
"C814-00-2063.08","Wildhorse Ranch PUD Amendment","Planned Unit Development (PUD)","03/04/2022","In Review","1","PUD, planned unit development, to rezone two parcels to allow for a residential development of varying densities","I-RR; PUD, planned unit development","0226500602","The Applicant is proposing to amend a previously approved Planned Unit Development, to rezone Parcels D-9 and D-10 to allow for a residential development of varying densities.","30.31796196","-97.56811309"
"C814-2018-0122.02","Circuit of the Americas PUD Amendment #2","Planned Unit Development (PUD)","08/05/2024","Closed","2","PUD - PLANNED UNIT DEVELOPMENT","PUD - PLANNED UNIT DEVELOPMENT","0348310226","The Applicant is proposing to a 2nd amendment to the Planned Unit Development (PUD). 

This amendment seeks to modify Exhibits D, G, and H of the COTA PUD Ordinance to relocate and expand land designa","30.13348882","-97.64141692"
"C17-2013-0002","Capital View Corridor Height determination for 400 Bowie Street","Capital View Corridor Height","02/12/2013","Approved","9","DMU - DOWNTOWN MIXED USE","DMU - DOWNTOWN MIXED USE","0107001220","The applicant is requesting a Capital View Corridor Height Determination for 400 Bowie Street.","30.26948198","-97.75348472"
"C17-2009-0075","Block 150 - Capital View Corridor","Capital View Corridor Height","07/16/2009","Approved","9","CBD - CENTRAL BUSINESS DISTRICT","CBD - CENTRAL BUSINESS DISTRICT","0208011012","The applicant is requesting a Capital View Corridor Height Determination for Block 150 for 12th, 13th, San Antonio and Guadalupe Street.","30.27594103","-97.74454727"
"NPA-2020-0003.01","1804 ULIT AVENUE","Amended Neighborhood Plan","07/02/2020","Closed","1","","","0212120113","The applicant is proposing an amendment to a previously approved neighborhood plan.","30.28038576","-97.71248836"
"NPA-2022-0016.03","4927 E. 5th Street","Amended Neighborhood Plan","07/22/2022","Scheduled for Hearing","3","","","0201150315","The applicant is proposing to amend previously approved Neighborhood Plan","30.25249653","-97.70065241"
"NPA-2017-0013.01","Bouldin Creek Neigh Plan Area-Wide Garage Placement","Amended Neighborhood Plan","03/08/2017","Closed","9","","","0102020406","**On March 17, 2017 the Notice of Filing and the Notice of Public Hearings were mailed to 6,636 addresses using an outside printing company. There is no need for the Notification Division to mail out","30.26023863","-97.75651660"
"NPA-2022-0010.02","2000 E 6th Street and 2007 E 7th Street","Amended Neighborhood Plan","08/07/2022","Closed","3","","","0203090407","The applicant is proposing to amend previous FLUM from Mixed use to Specific Regulating District.","30.26152414","-97.72098771"
"C17-01-0007","JOHN BROWN","Capital View Corridor Height","07/13/2001","Closed","9","","GO","0208001807","","30.27647414","-97.74615856"
"C17-2020-0021","COA ROW CVC","Capital View Corridor Height","02/11/2020","Approved","9","ROW","ROW","","The applicant is proposing a Capital View Corridor Determination for the Right of Way of the median on the West side of the intersection of 12th and Red River.","30.27335909","-97.73461708"
"NPA-2010-0021.02","Parker Lane","Amended Neighborhood Plan","08/03/2010","Withdrawn","9","MF-2 - MULTI FAMILY LOW","SF-3 - FAMILY RESIDENCE","0303050305","**The applicant for C14-2010-0140, 1406-1506 Parker Lane has withdrawn his request for rezoning and the associated neighborhood plan amendment.  No case will not be heard by the Planning Commission or","30.24143201","-97.73135098"
"C17-06-0022","1100 COLORADO - 200 WEST 11TH ST","Capital View Corridor Height","11/29/2006","Approved","9","","","0208011901","","30.27345329","-97.74311518"
"C12M-2014-0001","NORTH AUSTIN MUD LAND PLAN AND CONSENT AGMT AMENDMENT #13","Municipal Utility District (MUD)","05/06/2014","Approved","","CS-MU-CO-Np Gen. Commercial-Mixed Use-Con. Overlay-Nbrhd Plan Comb dist","","R528025","The applicant is proposing the #13th amendment to revise Note 1 of the previously approved Amendment No. 10.","30.46042073","-97.75685537"
"NPA-2019-0005.01","Frontier Valley Mobile Home Park  (City Initiated-NPA)","Amended Neighborhood Plan","01/16/2019","Closed","3","","","0308160701","The City of Austin proposes to amend a Previously adopted neighborhood plan.","30.22646107","-97.69380835"
"NPA-2025-0012.01","2108 and 2110 E 22nd Street","Amended Neighborhood Plan","09/04/2025","Scheduled for Council Hearing","1","","","0211090506","The applicant is proposing to Amend Neighborhood Plan.","30.28336710","-97.71935395"
"NPA-2024-0016.03","2503 Gonzales - NPA","Amended Neighborhood Plan","03/13/2024","Withdrawn","3","GO-NP","SF-3-NP","0203110502","The applicant is requesting an NPA.","30.26155037","-97.71311371"
"NPA-2010-0005.02","Grove Elevated Reclaimed Water Storage Tank","Amended Neighborhood Plan","07/29/2010","Withdrawn","3","P-NP","GR-MU-CO-NP","0315111003","The applicant is proposing to amend the Montopolis Neighborhood Plan","30.22397815","-97.70721922"
"NPA-2016-0016.03","Casa Lara","Amended Neighborhood Plan","07/29/2016","Closed","3","GR-NP-MU","GR-NP","0202190560","The applicant is requesting to amend the Govalle/ Johnston Terrace Neighborhood Plan from Commercial Use to Mixed Use.
**Scheduled for Sept 27 PC and Oct 13 CC hearing dates** (M. Meredith, 9/13/2016","30.25555033","-97.68534938"
"NPA-2014-0005.01","737 Montopolis Rezoning","Amended Neighborhood Plan","07/28/2014","Closed","3","SF-3 - FAMILY RESIDENCE","GR - COMMUNITY COMMERCIAL","0305160236","The applicant is proposing to amend the Montopolis neighborhood plan.","30.23629219","-97.69534196"
"NPA-2018-0025.01","Southwest Pkwy & Vega","Amended Neighborhood Plan","07/20/2018","Closed","8","GR-MU-NP","LR-MU-NP","0402300101","The applicant proposes to amend a previously approved Neighborhood plan. 

Associated Case: C14-2018-0085","30.24738587","-97.85362330"
"C17-2013-0072","Capital View Height Determination for 718 W. 5th St.","Capital View Corridor Height","06/13/2013","Recommended for Approval","9","CBD - CENTRAL BUSINESS DISTRICT","CBD - CENTRAL BUSINESS DISTRICT","0107003301","The applicant is proposing a Capital View Height Determination for 718 W. 5th St.","30.26952957","-97.75052242"
"C17-2011-0139","701 E 11TH ST Capital View Corridor","Capital View Corridor Height","10/19/2011","Approved","9","CS-1","CS-1","0208051301","The applicant is requesting a capital view corridor height determination for 701 E 11th St.","30.27060019","-97.73423725"
"C17-2014-0003","Capital View Corridor Height Determination for 815-A Brazos St","Capital View Corridor Height","02/19/2014","Recommended for Approval","9","MF-3 - MULTI FAMILY MEDIUM","SF-1 - SINGLE FAMILY LARGE LOT","0206031404","The applicant is requesting a Capital View Corridor Height Determination for 815-A Brazos St","30.27027794","-97.74032330"
"C814-88-0001.10","Canyons at Rob Roy Rezoning (also known as Davenport Ranch West P.U.D)","Planned Unit Development (PUD)","09/10/2013","Closed","10","PUD-MF2","PUD-LO","0121230401","The applicant is proposing to amend an existing PUD (LO) to PUD (MF-2) with associated improvements.
Related case is C814-88-0001(RCA) with In Date of 9-10-2013","30.31165204","-97.82734184"
"NPA-2016-0021.01","Ben White Zoning","Amended Neighborhood Plan","07/01/2016","Closed","3","CS-MU-CO-NP","CS-CO-NP","","The applicant is requesting a neighborhood plan amendment from Commercial to Mixed Use.
**Scheduled for Sept 27 PC and Oct 13 CC hearing dates** (M. Meredith, 9/13/2016)","30.21454468","-97.72681998"
"NPA-2011-0008.01","2935 MLK","Amended Neighborhood Plan","07/28/2011","Closed","1","LR-MU-NP","SF-3-NP","0212131401","The applicant is requesting a neighborhood plan amendment to change from Single Family to Commercial.","30.28204522","-97.70586293"
"C814-95-0002.11","Four Points Centre PUD Amendment","Planned Unit Development (PUD)","07/06/2012","Closed","10","PUD - PLANNED UNIT DEVELOPMENT","PUD - PLANNED UNIT DEVELOPMENT","0154280201","The applicant is proposing to Amend the Four Points Centre PUD.

This PUD amendment was administratively approved by the staff on August 24, 2012.","30.40157989","-97.84322760"
"C814-2009-0094","Whisper Valley PUD","Planned Unit Development (PUD)","07/29/2009","Closed","1","PUD - PLANNED UNIT DEVELOPMENT","N/A","0218600125","The applicant is requesting a planned unit development on approximately 2,066 acres.","30.30209165","-97.56466268"
"C17-2015-0004","901 E. 6th Street","Capital View Corridor Height","03/20/2015","Recommended for Approval","3","TOD-NP","TOD-NP","0204051001","The applicant is requesting a Capital View Corridor Review.","30.26515310","-97.73335415"
"NPA-2010-0014.01","Burleson 1.91","Amended Neighborhood Plan","07/08/2010","Closed","2","LI-CO-NP","CS-CO-NP","0316100506","The applicant is requesting a neighborhood plan amendment.","30.20787253","-97.72068431"
"C17-00-2005","CAPITOL VIEW CORRIDOR FOR 1611 W. 5TH ST.","Capital View Corridor Height","05/05/2000","Closed","9","","","0107050302","","30.27433182","-97.76448681"
"NPA-2014-0025.01","Austin Concrete Development","Amended Neighborhood Plan","02/05/2014","Closed","8","C/S","W/LO","0101440204","The applicant is proposing to amend Oak Hill Combined Neighborhood Plan.","30.25570308","-97.89086852"
"C814-2025-0001","600 E. Riverside PUD","Planned Unit Development (PUD)","09/19/2025","Awaiting Update","9","PUD-NP","L-V-NP, CS-1-V-NP","0201030203","The applicant is proposing to rezone approximately 1.75 acres from L-V-NP and CS-1-V-NP to PUD-NP.

Related Case CD-2025-0001","30.25250055","-97.74104147"
"C17-2007-0094","Capital View Corridor for 601 W 6th St","Capital View Corridor Height","09/04/2007","Closed","9","na","CBD - CENTRAL BUSINESS DISTRICT","0107001103","The applicant is requesting a capital view corridor height determination for 601 W 6th ST.","30.26946379","-97.74876088"
"NPA-2011-0009.01","Wallen/ Gamboa (2315 East 8th)","Amended Neighborhood Plan","07/15/2011","Closed","1","GP-MU-NP","SF-3-NP","0205101709","The applicant is requesting a neighborhood plan amendment to change from residential to commercial.","30.26331710","-97.71531532"
"C17-2014-0014","Original City of Austin","Capital View Corridor Height","01/31/2014","Approved","9","CBD - CENTRAL BUSINESS DISTRICT","CBD - CENTRAL BUSINESS DISTRICT","0107000705","The applicant is proposing a Capital View Corridor Height for .28 acres.","30.27005991","-97.74872591"
"C17-2015-0003","505 Oakland Ave","Capital View Corridor Height","02/18/2015","Approved","9","LO-NP","LO-NP","0108031003","The applicant is requesting a Capital View Corridor Review.","30.27325420","-97.76094756"
"NPA-2007-0012.02","1600 Block of East MLK","Amended Neighborhood Plan","07/27/2007","Withdrawn","1","","SF-3-NP - Family Residence-Neighborhood Plan Combining district","0211071611","The applicant is proposing to amend the  Upper Boggy Creek Neighborhood Plan
5/13/2009:  Applicant is withdrawn by applicant","30.27945212","-97.72401686"
"C17-2011-0035","416 Congress Ave- Capitol View Corridor","Capital View Corridor Height","04/13/2011","Approved","9","CBD-H-CURE","CBD-H-CURE","0205020209","The applicant is requesting a capitol view corridor height determination for 416 Congress Ave.","30.26698284","-97.74371336"
"NPA-2021-0010.01","2400 E Cesar Chavez Parking Expansion","Amended Neighborhood Plan","07/07/2021","Closed","3","","","0202100708","The applicant is proposing to Amend previously approved Neighborhood Plan.","30.25540875","-97.71755101"
"","1005 KINGSBURY STREET","Capital View Corridor Height","07/14/2020","Pending","10","1","1","0210001102","CVC Determination","30.28041553","-97.75121193"
"C14-2022-0093","SDC/MLK","Planned Development Agreement (PDA)","06/29/2022","Expired","9","LI-PDA, limited industrial services - planned development area","CS, general commercial services","0210020604","The Applicant is proposing to rezone approximately 0.6784 acres from CS to LI-PDA.

On November 22, 2022, the applicant amended their rezoning request to DMU-V. Please see Amendment Request Letter in","30.28208042","-97.74430656"
"NPA-2007-0003.01","1309 Chicon Development","Amended Neighborhood Plan","07/31/2007","Closed","1","GR-MU-CO-NP","LR - NEIGHBOORHOOD COMMERCIAL","0209096901","The applicant is requesting a neighborhood plan amendment. 
Old file number is NPA-06-0003.01 expired file.","30.27558870","-97.72000820"
"NPA-2025-0017.02","NPAs for the North Lamar Transit Center Station Area Vision Plan","Amended Neighborhood Plan","02/03/2025","Closed","7","","","0234110225","The City of Austin Planning Department is proposing to amend a previously approved neighborhood plan.","30.34437444","-97.71525593"
"NPA-2024-0024.02","Stonehollow Tracts","Amended Neighborhood Plan","08/16/2024","Closed","7","","","0256100102","The applicant is requesting an NPA.","30.40069181","-97.70829775"
"C14-03-0116.02","Met Center II PDA Amendment #2","Planned Development Agreement (PDA)","08/24/2009","Closed","2","LI-PDA","LI-PDA","0318130801","The applicant is proposing to amend existing PDA (Planned Development Area).","30.20219021","-97.70549053"
"NPA-2024-0016.05","Shady Lane","Amended Neighborhood Plan","12/27/2024","Scheduled for Hearing","3","","","0201150113","The applicant is requesting a NPA.","30.25291080","-97.69846149"
"C12M-04-0002","RIVERPLACE MUD LAND PLAN REVISION","Municipal Utility District (MUD)","02/06/2004","In Review","10","","","0137360423","8612 Big View Drive","30.35325745","-97.86672294"
"C12M-2011-0008","Moore's Crossing Municipal Utility District","Municipal Utility District (MUD)","04/28/2011","Approved","2","999 - SEE COMMENTS","","0334360603","$2,000,000 for north detention pond for Stoney Ridge Phase B and water, wastewater, and drainage for Stoney Ridge Phase B Section 2 as well as engineering and permitting costs and non-construction cos","30.15627371","-97.64171913"
"C814-2012-0128.01.SH","thinkEAST Austin","Planned Development Agreement (PDA)","08/30/2016","Closed","3","PUD-NP - PLANNED UNIT DEVELOPMENT","PUD-NP - PLANNED UNIT DEVELOPMENT","0204190405","The applicant is proposing to amend a PUD.  The proposed amendment changes land use density bonus for affordable housing in land use area 3. raising the height from 40 to 50 feet and three stories to","30.26269907","-97.69110353"
"NPA-2010-0020.01","117 Sandra Street","Amended Neighborhood Plan","02/22/2010","Closed","2","GO-CO-NP - GENERAL OFFICE","SF-3-NP - Family Residence-Neighborhood Plan Combining district","0416090505","The applicant is proposing to amend the South Congress Combined Neighborhood Plan.","30.20417207","-97.77620946"
"NPA-2011-0002.01","Jaylee Ltd.","Amended Neighborhood Plan","07/28/2011","Withdrawn","3","TOD-NP-CURE","TOD-NP","0204081202","The applicant is proposing amendments to the Plaza Saltillo stationary plan and regulating plan.","30.26258554","-97.72570202"
"C14-2023-0144","Domain Northside PDA Amendment","Planned Development Agreement (PDA)","11/14/2023","Closed","7","PDA","PDA","0256060501","The applicant is proposing to amend a previously approved PDA.","30.40001636","-97.72345393"
"NPA-2023-0018.05","410 KENNISTON DRIVE","Amended Neighborhood Plan","10/11/2023","Closed","4","MF-6-NP","SF-6-NP","0231110318","The applicant proposes to amend a previously approved neighborhood plan.","30.33432096","-97.71494217"
"NPA-2023-0030.02.SH","Mission South","Amended Neighborhood Plan","01/30/2023","Aborted","2","","","0418120318","The applicant is proposing an NPA.","30.20059344","-97.78653445"
"C17-2019-0154","East 9th Street Multi-family","Capital View Corridor Height","11/13/2019","Approved","9","CBD - CENTRAL BUSINESS DISTRICT","CBD - CENTRAL BUSINESS DISTRICT","0206041313","The applicant is requesting a Capital View Corridor Height Determination.","30.26862957","-97.73471172"
"C17-99-0005","CLARKSVILLE HOUSE","Capital View Corridor Height","","Closed","9","","","0111041401","(AKA NRD-99-016 (not in AMANDA); 1822 W. 10th Street (Demolition); & C14H-99-2004; NORRIS-MAXWELL HOUSE (not in AMANDA);","30.28160303","-97.76500316"
"NPA-2021-0015.02","3101 HIBBETTS ROAD","Amended Neighborhood Plan","07/29/2021","Closed","1","","","0202210103","The applicant is proposing to amend a previously approved neighborhood plan.","30.26589577","-97.67015152"
"NPA-2024-0027.01","Rawson Saunders - Tarrytown Christian Church Improvements","Amended Neighborhood Plan","03/25/2024","Withdrawn","10","GO-MU-NP","","0119050225","The applicant is requesting an NPA.","30.30235905","-97.76661565"
"NPA-2018-0021.01","5101 East Oltorf","Amended Neighborhood Plan","07/10/2018","Closed","3","GR-MU-CO-NP","GR-CO-NP","","The applicant is proposing to change the FLUM for the property from Commercial to Mixed Use.","",""
"C17-2021-0004","701 W 6TH STREET","Capital View Corridor Height","01/11/2021","Approved","9","e","e","0107001013","The applicant is request a capital view corridor determination","30.26980514","-97.74973083"
"NPA-2009-0007.02","Galewood","Amended Neighborhood Plan","02/26/2009","Closed","4","GR-MU-NP","GR-NP","0243100108","The applicant is requesting a Neighborhood Plan Amendment.","30.36873798","-97.71502590"
"NPA-2025-0019.03","1012 E 38th","Amended Neighborhood Plan","07/17/2025","Scheduled for Council Hearing","9","LO-MU-NP","","0217090114","The applicant is requesting an NPA. Associated zoning case C14-2025-0082 (Cynthia Hadri - case manager)","30.29497004","-97.72106813"
"C814-98-0002","BALFOUR PUD","Planned Unit Development (PUD)","04/02/2003","Expired","10","PUD","PUD","0118570142","","30.31150751","-97.90877948"
"C12M-2022-0001","TC WCID 10","Municipal Utility District (MUD)","03/03/2022","Closed","","1","","0123110360","The applicant is requesting annexation to a Municipal Utility District.","30.31338079","-97.78791643"
"","746 NORTHWESTERN AVENUE","Capital View Corridor Height","09/08/2023","Pending","3","CS-MU-CO-Np Gen. Commercial-Mixed Use-Con. Overlay-Nbrhd Plan Comb dist","CS-MU-CO-Np Gen. Commercial-Mixed Use-Con. Overlay-Nbrhd Plan Comb dist","0204100606","The applicant is requesting a capital view corridor determination.","30.26274988","-97.71380355"
"C14-2014-0035","Adams House","Ordinance Zoning Text Amendment","02/27/2014","Closed","9","SF-3-NCCD-NP - FAMILY RESIDENCE","SF-3-NCCD-NP - FAMILY RESIDENCE","0220061115","The applicant is proposing to modify the Hyde Park Neighborhood Conservation Combining District for the property located at 4300 Avenue G only, to modify floor-area-ratio (FAR) requirements.","30.30580774","-97.72802404"
"NPA-2022-0015.05","1811 Airport","Amended Neighborhood Plan","08/04/2022","Withdrawn","1","","","0212150108","The applicant is proposing to amend the FLUM from Mixed Use to Multifamily.","30.28255102","-97.70192109"
"NPA-06-0009.03","CALAVAN II","Amended Neighborhood Plan","07/31/2006","Closed","1","","999","0208090206","","30.27427640","-97.72120349"
"NPA-2024-0012.02","2002 Manor Road Neighborhood Plan Amendment","Amended Neighborhood Plan","05/01/2024","Closed","9","CS-DB90-NP","CS-V-CO-NP","0213100601","The applicant is requesting an NPA.","30.28434650","-97.72044611"
"C814-96-0003.16","Pioneer Crossing PUD Amendment #16","Planned Unit Development (PUD)","02/25/2020","Closed","","PUD, to correct an error in Ordinance No. 20191017-064","PUD","","The Zoning and Platting Commission is initiating a PUD amendment, to correct an error in Ordinance No. 20191017-064.","",""
"NPA-2019-0003.01","David Chapel Missionary Baptist Church","Amended Neighborhood Plan","07/30/2019","Closed","1","","","0209090519","The applicant is proposing to change a previously established neighborhood plan.","30.28008936","-97.71750015"
"C17-03-0003","901 NECHES ST","Capital View Corridor Height","06/02/2003","In Review","9","","","0206040902","","30.26973339","-97.73692853"
"NPA-2009-0021.01","AE - System Control Center","Amended Neighborhood Plan","02/23/2009","Closed","3","P - PUBLIC","LI - NP  LIMITED INDUSTRIAL SERVICES","0315110314","The applicant is requesting a neighborhood plan amendment.","30.21983772","-97.70877276"
"NPA-2007-0012.04","1504 E. MLK","Amended Neighborhood Plan","07/31/2007","Closed","1","SF-3-NP -MU   Family Residence-Neighborhood Plan Combining district","SF-3-NP - Family Residence-Neighborhood Plan Combining district","0211071512","The applicant is requesting a neighborhood plan amendment.","30.27931448","-97.72468605"
"C814-00-2222","RIVERBEND CHURCH PUD","Planned Unit Development (PUD)","10/27/2000","Closed","10","PUD","I-RR","0133150211","","30.34144660","-97.80411800"
"C17-2017-0068","835 W 6TH STREET","Capital View Corridor Height","05/05/2017","Approved","9","GO - SF-3","Vacant","0107000919","The applicant is proposing to get a capital view corridor determination.","30.27061687","-97.75206971"
"C814-98-0001.01","SOUTHWEST MARKETPLACE","Planned Unit Development (PUD)","11/24/2003","Closed","8","PUD","PUD","0412250424","","30.22074330","-97.83758603"
"C14-2019-0166","Parmer Business Park","Planned Development Agreement (PDA)","12/11/2019","Approved","7","LI-PDA, to change a condition of zoning","LI-PDA","0258301603","The Applicant is proposing to amend the PDA covering the property.","30.40565146","-97.65219899"
"C17-00-2015","VOICE STREAM","Capital View Corridor Height","10/26/2000","Closed","9","","","0210041507","","30.27931668","-97.73657570"
"C17-04-0004","SHAKESPEAR THEATER","Capital View Corridor Height","05/11/2004","Approved","9","","","0204041907","","30.26456463","-97.73647821"
"NPA-2023-0005.01","Montopolis-Fairway Mixed Use","Amended Neighborhood Plan","07/20/2023","Scheduled for Council Hearing","3","","","0308140206","The applicant is proposing a NPA.","30.22795397","-97.70300638"
"C17-2024-0157","402 Paul St","Capital View Corridor Height","09/20/2024","Approved","9","LI-CO-NP","LI-CO-NP","0108030107","The applicant requests a capital view corridor determination.","30.27283104","-97.76233720"
"C17-04-0005","SAND BEACH PRESERVES","Capital View Corridor Height","09/20/2004","Approved","9","","","0106020205","","30.26667603","-97.75577763"
"NPA-2012-0019.03","2814 San Pedro","Amended Neighborhood Plan","02/29/2012","Withdrawn","9","MF-4-NP - MULTI FAMILY MODERATE","SF-3-CO-NP - FAMILY RESIDENCE","0216010655","The applicant is requesting a future land use map change from Single-Family  to  Multi-Family.","30.29461150","-97.74610341"
"C17-2014-0013","Capital View Height Determination for 711 Trinity Street","Capital View Corridor Height","06/10/2014","In Review","9","CBD - CENTRAL BUSINESS DISTRICT; CBD-H","CBD; CBD-H","0206040301","The applicant is proposing a Capital View Corridor Height for 711 Trinity Street","30.26821794","-97.73869297"
"NPA-2011-0025.02","Landscape Resources- West Oak Hill Combined","Amended Neighborhood Plan","02/28/2011","Closed","8","","","0406380406","The applicant is requesting a future land use map change from Mixed Residential to Commercial.","30.24082370","-97.87746289"
"C17-2024-0013","1601 Haskell Street","Capital View Corridor Height","02/06/2024","Approved","3","Capital View","Capital View","0201060315","The applicant is requesting a capital view corridor.","30.25284851","-97.73012461"
"NPA-2013-0025.02","Lantana Tract 32","Amended Neighborhood Plan","02/26/2013","Closed","8","","GO-NP","0407370132","The applicant is proposing to amend the Oakhill Neighborhood Plan.  FLUM change from Office to Multi-family.","30.24991247","-97.85898178"
"NPA-07-0008.01","Hargrave Mixed Use Development","Amended Neighborhood Plan","04/10/2007","Closed","1","CS-MU-CO-Np Gen. Commercial-Mixed Use-Con. Overlay-Nbrhd Plan Comb dist","CS-MU-CO-Np Gen. Commercial-Mixed Use-Con. Overlay-Nbrhd Plan Comb dist","0208120417","The applicant is proposing to Amend the Rosewood Neighborhood Plan","30.27459521","-97.70800333"
"C17-2008-0140","Capital View Corridor Height Determination for 903 E. 8th Street","Capital View Corridor Height","06/24/2008","Approved","1","CS-MU-NCCD-NP","CS-MU-NCCD-NP","0206050211","The applicant is requesting a Capital View Corridor Height Determination.","30.26696694","-97.73260823"
"C2A-06-0224","PARK AT ASPEN LAKE","Planned Development Agreement (PDA)","12/05/2006","Closed","","LI-P","999","","","",""
"NPA-2008-0007.01","Shamsie- 1","Amended Neighborhood Plan","02/28/2008","Closed","4","CS-CO-NP","MF-3-NP","0244110301","The applicant is requesting a FLUM amendment (future land use map) to change the property from multi-family to commercial.","30.37063582","-97.71597353"
